Age, Workclass, Education, Years of Education, Marital Status, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
29,5,10,13,3, Exec-managerial, Husband, White, Male,70,0
19,4,1,6,5, Handlers-cleaners, Own-child, White, Male,39,0
38,4,12,9,3, Other-service, Husband, White, Male,40,0
40,1,16,10,3, Tech-support, Husband, White, Male,40,1
52,4,8,12,3, Exec-managerial, Husband, White, Male,55,1
22,4,16,10,3, Exec-managerial, Wife, White, Female,40,0
32,7,12,9,1, Other-service, Not-in-family, White, Female,25,0
27,4,10,13,5, Exec-managerial, Own-child, White, Female,40,0
25,4,10,13,5, Prof-specialty, Own-child, White, Female,40,0
36,4,13,14,3, Prof-specialty, Husband, Other, Male,40,1
22,4,3,8,5, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,40,0
32,6,12,9,3, Craft-repair, Husband, White, Male,45,0
37,4,10,13,6, Exec-managerial, Unmarried, Black, Female,40,0
22,4,12,9,5, Prof-specialty, Own-child, White, Male,54,0
29,4,12,9,3, Adm-clerical, Wife, White, Female,40,1
42,4,14,1,5, Handlers-cleaners, Not-in-family, White, Male,25,0
45,4,9,11,5, Sales, Not-in-family, White, Female,38,0
33,4,10,13,1, Adm-clerical, Not-in-family, White, Female,45,0
39,4,16,10,6, Prof-specialty, Unmarried, White, Female,40,0
27,4,3,8,5, Machine-op-inspct, Not-in-family, White, Male,45,0
53,2,10,13,3, Prof-specialty, Wife, White, Female,50,1
30,4,10,13,5, Other-service, Not-in-family, White, Female,40,0
52,6,16,10,7, Craft-repair, Not-in-family, Black, Male,35,0
43,5,10,13,3, Sales, Husband, White, Male,60,1
47,2,13,14,5, Prof-specialty, Not-in-family, White, Male,35,1
61,4,12,9,3, Protective-serv, Husband, Black, Male,40,0
39,2,13,14,1, Prof-specialty, Not-in-family, Black, Male,40,0
47,4,16,10,1, Sales, Unmarried, White, Male,50,0
19,4,12,9,3, Craft-repair, Husband, White, Male,25,0
37,4,16,10,3, Machine-op-inspct, Husband, White, Male,40,0
31,4,12,9,3, Craft-repair, Husband, White, Male,51,0
69,6,9,11,3, Sales, Husband, White, Male,8,0
29,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
24,4,16,10,5, Machine-op-inspct, Own-child, Other, Male,14,0
42,4,12,9,6, Handlers-cleaners, Unmarried, White, Male,40,0
30,2,10,13,3, Protective-serv, Husband, White, Male,72,1
28,4,13,14,4, Sales, Not-in-family, White, Female,80,1
27,4,9,11,5, Handlers-cleaners, Not-in-family, White, Male,40,0
53,4,12,9,1, Exec-managerial, Not-in-family, Black, Female,40,0
35,7,12,9,3, Craft-repair, Husband, White, Male,40,0
22,4,3,8,3, Transport-moving, Husband, White, Male,40,0
25,4,12,9,6, Protective-serv, Own-child, Black, Male,40,0
38,2,10,13,3, Prof-specialty, Wife, Black, Female,40,1
27,4,10,13,5, Adm-clerical, Unmarried, White, Female,35,0
30,4,7,5,3, Other-service, Husband, White, Male,37,0
27,4,10,13,1, Prof-specialty, Own-child, White, Female,50,0
25,4,10,13,5, Prof-specialty, Not-in-family, White, Male,40,0
32,4,12,9,5, Machine-op-inspct, Not-in-family, White, Female,40,0
70,4,1,6,7, Craft-repair, Unmarried, White, Male,45,0
50,4,12,9,3, Exec-managerial, Husband, White, Male,40,0
40,4,16,10,3, Other-service, Wife, White, Female,35,0
34,4,2,7,4, Craft-repair, Not-in-family, Black, Male,55,0
57,6,12,9,3, Craft-repair, Husband, White, Male,50,0
39,4,13,14,5, Other-service, Not-in-family, White, Female,32,0
49,4,16,10,1, Other-service, Unmarried, White, Female,40,0
43,4,16,10,3, Prof-specialty, Husband, White, Male,40,1
26,4,12,9,5, Adm-clerical, Not-in-family, White, Female,45,0
31,4,16,10,1, Adm-clerical, Unmarried, Black, Female,40,0
60,6,16,10,3, Sales, Husband, White, Male,50,0
46,4,13,14,3, Prof-specialty, Husband, White, Male,50,1
26,4,16,10,3, Transport-moving, Husband, White, Male,55,1
27,4,15,15,5, Prof-specialty, Own-child, White, Female,40,0
31,4,16,10,3, Adm-clerical, Wife, Black, Female,40,0
59,4,12,9,7, Exec-managerial, Unmarried, White, Female,50,0
18,4,16,10,5, Other-service, Own-child, White, Female,24,0
22,4,16,10,3, Exec-managerial, Husband, White, Male,45,0
24,4,8,12,3, Sales, Own-child, White, Female,20,0
53,7,1,6,3, Transport-moving, Husband, White, Male,40,1
43,4,12,9,3, Handlers-cleaners, Husband, White, Male,42,1
24,4,16,10,3, Tech-support, Husband, White, Male,50,1
60,4,1,6,7, Tech-support, Unmarried, White, Female,40,0
24,4,12,9,3, Craft-repair, Husband, White, Male,40,0
52,1,12,9,5, Adm-clerical, Not-in-family, Black, Male,40,0
32,4,9,11,3, Transport-moving, Husband, White, Male,99,1
34,4,1,6,6, Other-service, Not-in-family, White, Female,35,0
35,2,8,12,3, Protective-serv, Husband, White, Male,40,1
38,4,7,5,4, Handlers-cleaners, Not-in-family, White, Male,40,0
34,6,12,9,3, Farming-fishing, Husband, White, Male,90,0
53,2,15,15,5, Prof-specialty, Not-in-family, White, Female,50,1
23,4,12,9,5, Adm-clerical, Not-in-family, White, Female,40,0
40,4,16,10,3, Adm-clerical, Husband, White, Male,40,0
40,4,12,9,3, Craft-repair, Husband, White, Male,40,0
50,4,12,9,3, Farming-fishing, Husband, White, Male,60,1
17,4,1,6,5, Sales, Own-child, White, Female,20,0
53,2,10,13,1, Prof-specialty, Not-in-family, White, Female,54,0
32,4,10,13,1, Craft-repair, Not-in-family, White, Male,50,1
18,4,2,7,5, Sales, Own-child, White, Male,16,0
62,4,1,6,1, Other-service, Own-child, White, Female,40,0
45,4,13,14,3, Other-service, Husband, White, Male,40,0
46,4,11,16,3, Prof-specialty, Husband, White, Male,70,0
73,6,6,4,3, Farming-fishing, Husband, White, Male,40,0
64,4,11,16,3, Prof-specialty, Husband, White, Male,60,1
26,4,10,13,3, Prof-specialty, Wife, White, Female,45,1
23,4,12,9,5, Sales, Not-in-family, White, Male,48,0
30,4,12,9,5, Machine-op-inspct, Other-relative, White, Male,40,0
51,4,16,10,1, Adm-clerical, Unmarried, White, Female,40,0
35,6,10,13,1, Exec-managerial, Unmarried, White, Female,55,0
39,4,16,10,5, Adm-clerical, Not-in-family, White, Female,45,1
35,5,13,14,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,40,1
41,4,12,9,7, Machine-op-inspct, Not-in-family, White, Female,40,0
31,4,16,10,1, Craft-repair, Own-child, White, Male,40,0
40,4,10,13,3, Sales, Husband, White, Male,50,1
46,2,15,15,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,40,1
31,4,12,9,5, Other-service, Not-in-family, White, Female,30,0
41,5,16,10,1, Machine-op-inspct, Not-in-family, White, Female,40,0
42,4,10,13,3, Exec-managerial, Husband, White, Male,40,0
23,4,12,9,5, Sales, Own-child, White, Male,40,0
49,4,16,10,3, Adm-clerical, Husband, White, Male,45,1
53,4,9,11,1, Tech-support, Not-in-family, Black, Male,40,0
38,2,10,13,5, Protective-serv, Not-in-family, White, Female,43,1
36,4,8,12,1, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,40,0
32,4,16,10,5, Craft-repair, Unmarried, White, Male,72,0
20,4,2,7,5, Transport-moving, Other-relative, White, Male,40,0
22,4,16,10,5, Tech-support, Other-relative, Asian-Pac-Islander, Female,32,0
25,4,9,11,5, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,40,0
58,4,12,9,3, Craft-repair, Husband, White, Male,40,0
24,4,16,10,5, Farming-fishing, Not-in-family, White, Male,20,0
48,7,12,9,1, Craft-repair, Own-child, White, Male,40,1
20,4,4,2,5, Farming-fishing, Not-in-family, White, Male,30,0
60,6,16,10,3, Exec-managerial, Husband, White, Male,40,1
20,4,12,9,5, Other-service, Other-relative, White, Male,30,0
52,4,16,10,3, Exec-managerial, Husband, White, Male,45,1
36,4,12,9,3, Transport-moving, Wife, White, Female,40,1
46,2,10,13,3, Prof-specialty, Husband, Asian-Pac-Islander, Male,40,1
22,4,2,7,5, Sales, Unmarried, White, Female,25,0
19,4,16,10,5, Exec-managerial, Own-child, White, Female,35,0
37,4,12,9,5, Sales, Unmarried, White, Male,40,0
30,4,9,11,1, Sales, Not-in-family, White, Female,40,1
44,4,8,12,5, Craft-repair, Not-in-family, White, Male,25,0
22,4,12,9,5, Sales, Not-in-family, White, Male,45,0
31,5,10,13,3, Sales, Husband, White, Male,50,0
17,4,2,7,5, Adm-clerical, Own-child, White, Male,40,0
21,4,12,9,5, Handlers-cleaners, Not-in-family, White, Male,40,0
67,4,13,14,3, Exec-managerial, Husband, White, Male,40,1
46,4,6,4,1, Exec-managerial, Not-in-family, White, Male,40,0
29,4,12,9,1, Handlers-cleaners, Own-child, White, Male,50,0
20,4,16,10,5, Handlers-cleaners, Own-child, White, Female,6,0
27,4,16,10,5, Other-service, Own-child, White, Male,24,0
35,4,16,10,3, Craft-repair, Husband, White, Male,40,1
19,4,16,10,5, Adm-clerical, Own-child, White, Female,30,0
36,4,3,8,6, Other-service, Unmarried, White, Female,40,0
43,4,10,13,3, Exec-managerial, Husband, White, Male,50,1
62,7,10,13,1, Prof-specialty, Not-in-family, White, Male,40,0
28,4,15,15,5, Prof-specialty, Not-in-family, White, Male,40,0
18,4,2,7,5, Other-service, Own-child, White, Female,15,0
59,4,15,15,3, Transport-moving, Husband, Black, Male,50,1
37,4,10,13,1, Exec-managerial, Not-in-family, White, Male,40,0
27,4,16,10,5, Craft-repair, Not-in-family, Black, Male,40,0
46,2,13,14,1, Prof-specialty, Unmarried, White, Female,43,0
29,4,2,7,6, Sales, Not-in-family, White, Female,42,0
33,4,10,13,3, Exec-managerial, Wife, White, Female,40,1
62,4,12,9,3, Craft-repair, Husband, White, Male,40,0
46,4,11,16,3, Prof-specialty, Husband, White, Male,55,1
28,4,1,6,3, Machine-op-inspct, Husband, White, Male,40,0
22,4,16,10,5, Sales, Own-child, White, Female,35,0
46,1,13,14,3, Armed-Forces, Husband, White, Male,40,1
54,5,16,10,3, Sales, Husband, White, Male,40,1
34,4,12,9,3, Craft-repair, Husband, White, Male,72,0
62,4,10,13,3, Sales, Husband, White, Male,20,1
30,4,16,10,3, Handlers-cleaners, Husband, White, Male,40,0
19,4,12,9,5, Other-service, Own-child, White, Male,20,0
27,4,9,11,5, Machine-op-inspct, Unmarried, White, Male,45,0
36,4,16,10,3, Craft-repair, Husband, White, Male,50,1
52,4,10,13,3, Machine-op-inspct, Husband, White, Male,40,1
47,4,3,8,4, Exec-managerial, Not-in-family, White, Female,55,0
57,2,12,9,1, Protective-serv, Not-in-family, White, Female,40,0
64,4,16,10,4, Exec-managerial, Unmarried, White, Female,40,0
53,4,2,7,7, Other-service, Own-child, White, Female,47,0
53,4,10,13,3, Craft-repair, Husband, White, Male,44,1
31,4,16,10,6, Sales, Unmarried, Asian-Pac-Islander, Male,40,0
41,4,10,13,3, Exec-managerial, Husband, White, Male,45,1
45,2,12,9,6, Other-service, Unmarried, Black, Female,40,0
45,7,12,9,1, Adm-clerical, Other-relative, White, Female,40,0
23,4,16,10,5, Other-service, Not-in-family, White, Female,28,0
39,2,13,14,3, Prof-specialty, Husband, White, Male,72,0
31,4,9,11,3, Exec-managerial, Husband, White, Male,40,0
35,6,10,13,3, Farming-fishing, Husband, White, Male,45,0
54,4,13,14,3, Transport-moving, Husband, White, Male,60,1
40,2,10,13,1, Prof-specialty, Unmarried, White, Female,40,0
55,6,10,13,3, Exec-managerial, Husband, White, Male,40,1
31,4,12,9,3, Craft-repair, Husband, White, Male,40,0
58,5,2,7,3, Transport-moving, Husband, White, Male,60,0
31,4,11,16,3, Prof-specialty, Husband, White, Male,99,1
46,6,12,9,7, Other-service, Other-relative, White, Female,40,0
38,4,9,11,3, Craft-repair, Husband, White, Male,40,0
22,2,16,10,5, Prof-specialty, Own-child, White, Female,25,0
48,6,12,9,3, Craft-repair, Husband, White, Male,60,0
73,4,10,13,3, Prof-specialty, Husband, White, Male,15,0
25,4,10,13,3, Adm-clerical, Husband, White, Male,45,1
53,1,16,10,1, Farming-fishing, Not-in-family, White, Male,40,0
46,4,16,10,3, Transport-moving, Husband, White, Male,45,1
45,5,10,13,3, Exec-managerial, Wife, Asian-Pac-Islander, Female,25,1
37,4,10,13,5, Prof-specialty, Not-in-family, Black, Female,40,0
30,4,12,9,3, Handlers-cleaners, Husband, White, Male,50,0
29,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
29,7,16,10,3, Protective-serv, Husband, White, Male,40,0
58,4,13,14,3, Exec-managerial, Husband, White, Male,40,1
42,6,6,4,3, Other-service, Wife, Black, Female,50,0
62,2,7,5,1, Protective-serv, Not-in-family, Black, Male,24,0
45,2,10,13,3, Farming-fishing, Husband, Asian-Pac-Islander, Male,40,1
38,4,10,13,3, Sales, Husband, White, Male,40,1
36,6,10,13,3, Sales, Husband, White, Male,50,1
42,6,6,4,3, Sales, Husband, White, Male,30,0
47,2,13,14,3, Prof-specialty, Husband, White, Male,35,1
42,6,16,10,5, Craft-repair, Unmarried, White, Male,40,0
43,4,16,10,3, Adm-clerical, Wife, Black, Female,38,1
37,4,9,11,3, Craft-repair, Husband, White, Male,40,1
36,7,16,10,3, Exec-managerial, Wife, White, Female,39,1
27,4,10,13,5, Tech-support, Not-in-family, Black, Female,40,0
54,4,5,3,4, Machine-op-inspct, Unmarried, White, Male,40,0
48,6,12,9,3, Craft-repair, Husband, White, Male,40,1
29,4,12,9,5, Other-service, Unmarried, White, Female,30,0
29,4,12,9,3, Machine-op-inspct, Husband, White, Male,38,0
37,4,16,10,1, Other-service, Not-in-family, White, Male,47,0
55,5,16,10,3, Sales, Husband, White, Male,40,0
67,4,12,9,3, Priv-house-serv, Wife, Black, Female,20,0
51,4,12,9,7, Handlers-cleaners, Not-in-family, White, Male,30,0
35,4,13,14,5, Prof-specialty, Unmarried, White, Female,32,0
41,4,6,4,3, Craft-repair, Husband, White, Male,40,0
64,6,12,9,7, Other-service, Other-relative, White, Female,40,0
23,4,5,3,5, Handlers-cleaners, Not-in-family, White, Male,55,0
49,4,10,13,5, Other-service, Not-in-family, Asian-Pac-Islander, Female,35,0
38,6,10,13,3, Prof-specialty, Husband, White, Male,70,0
62,4,12,9,5, Handlers-cleaners, Other-relative, Black, Female,40,0
62,6,6,4,3, Craft-repair, Husband, White, Male,10,0
45,6,13,14,1, Craft-repair, Not-in-family, White, Male,40,0
20,4,8,12,5, Sales, Own-child, White, Female,40,0
38,4,12,9,3, Machine-op-inspct, Husband, White, Male,48,0
50,5,10,13,3, Adm-clerical, Husband, White, Male,40,0
40,4,16,10,3, Adm-clerical, Husband, Black, Male,55,1
30,4,12,9,3, Craft-repair, Husband, White, Male,70,0
52,1,16,10,6, Exec-managerial, Not-in-family, White, Female,40,0
28,6,10,13,5, Prof-specialty, Not-in-family, Black, Male,50,1
62,6,12,9,3, Transport-moving, Husband, White, Male,30,0
31,4,12,9,1, Other-service, Unmarried, White, Female,40,0
40,4,12,9,3, Exec-managerial, Husband, White, Male,40,1
34,4,12,9,1, Sales, Not-in-family, White, Female,40,0
53,4,16,10,3, Sales, Husband, White, Male,40,1
42,4,3,8,5, Farming-fishing, Own-child, White, Male,40,0
26,4,16,10,3, Other-service, Husband, White, Male,25,0
51,4,12,9,3, Transport-moving, Husband, White, Male,40,1
49,4,13,14,3, Prof-specialty, Husband, White, Male,50,1
43,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
42,4,16,10,1, Farming-fishing, Not-in-family, White, Male,40,0
31,4,2,7,4, Sales, Own-child, Asian-Pac-Islander, Female,40,0
26,4,12,9,3, Transport-moving, Husband, Other, Male,40,0
50,4,10,13,6, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,40,0
35,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,0
37,4,16,10,5, Tech-support, Other-relative, White, Female,40,0
20,4,16,10,5, Sales, Own-child, White, Male,16,0
31,2,15,15,3, Prof-specialty, Husband, White, Male,40,1
28,4,12,9,5, Craft-repair, Not-in-family, White, Male,35,0
46,4,12,9,3, Tech-support, Husband, Black, Male,40,1
21,4,16,10,5, Prof-specialty, Own-child, White, Female,8,0
41,6,13,14,3, Exec-managerial, Husband, White, Male,70,1
30,4,10,13,5, Exec-managerial, Not-in-family, White, Male,70,1
66,5,10,13,3, Exec-managerial, Husband, White, Male,70,0
37,5,16,10,3, Sales, Husband, White, Male,60,1
74,7,6,4,7, Handlers-cleaners, Not-in-family, White, Female,20,0
46,7,16,10,3, Protective-serv, Husband, Black, Male,70,1
51,4,13,14,3, Exec-managerial, Husband, White, Male,50,1
33,4,10,13,3, Exec-managerial, Husband, White, Male,50,1
30,4,5,3,3, Machine-op-inspct, Husband, White, Male,40,0
47,5,10,13,3, Exec-managerial, Husband, White, Male,50,1
49,4,10,13,1, Exec-managerial, Unmarried, White, Female,40,0
53,4,12,9,1, Craft-repair, Unmarried, Black, Female,48,0
24,4,9,11,5, Machine-op-inspct, Not-in-family, White, Male,40,0
54,4,12,9,3, Transport-moving, Husband, White, Male,50,0
32,4,16,10,5, Craft-repair, Own-child, White, Male,40,0
45,4,16,10,3, Sales, Husband, White, Male,45,0
46,5,12,9,4, Farming-fishing, Not-in-family, White, Male,45,0
37,7,16,10,1, Other-service, Not-in-family, White, Male,65,0
48,7,13,14,3, Prof-specialty, Husband, White, Male,61,1
25,4,10,13,5, Adm-clerical, Not-in-family, White, Female,40,0
27,4,16,10,5, Adm-clerical, Unmarried, White, Female,40,0
69,4,12,9,7, Adm-clerical, Unmarried, White, Male,8,0
38,4,10,13,3, Sales, Husband, White, Male,52,1
47,4,3,8,5, Adm-clerical, Other-relative, Black, Female,40,0
30,6,16,10,5, Adm-clerical, Not-in-family, White, Female,60,0
46,4,12,9,5, Handlers-cleaners, Own-child, White, Male,30,0
27,4,15,15,5, Prof-specialty, Not-in-family, White, Female,45,0
19,4,16,10,5, Sales, Own-child, White, Male,35,0
18,4,12,9,3, Priv-house-serv, Not-in-family, White, Female,40,0
24,4,2,7,3, Craft-repair, Husband, White, Male,50,1
32,4,10,13,5, Prof-specialty, Not-in-family, White, Female,40,0
38,4,12,9,3, Handlers-cleaners, Husband, Black, Male,40,0
19,4,14,1,5, Farming-fishing, Not-in-family, White, Male,36,0
28,4,16,10,5, Handlers-cleaners, Not-in-family, White, Male,40,0
39,2,13,14,5, Prof-specialty, Not-in-family, White, Female,55,0
38,6,16,10,6, Sales, Not-in-family, Asian-Pac-Islander, Male,60,0
42,4,12,9,3, Machine-op-inspct, Wife, White, Female,40,1
31,4,16,10,3, Adm-clerical, Wife, White, Female,40,1
46,4,7,5,6, Machine-op-inspct, Not-in-family, White, Female,40,0
53,4,16,10,7, Exec-managerial, Not-in-family, White, Female,54,0
21,4,8,12,5, Handlers-cleaners, Own-child, White, Male,15,0
48,6,12,9,3, Sales, Husband, White, Male,50,0
46,4,12,9,3, Adm-clerical, Wife, White, Female,52,1
30,4,12,9,3, Transport-moving, Husband, White, Male,45,0
24,4,12,9,5, Adm-clerical, Other-relative, Black, Male,40,0
32,4,1,6,5, Craft-repair, Not-in-family, White, Male,50,0
30,4,12,9,1, Other-service, Not-in-family, White, Female,40,0
57,7,11,16,1, Prof-specialty, Unmarried, White, Female,50,0
56,4,6,4,5, Adm-clerical, Not-in-family, White, Male,40,0
27,4,12,9,5, Exec-managerial, Not-in-family, Black, Female,37,0
38,4,10,13,3, Machine-op-inspct, Husband, White, Male,40,0
19,4,12,9,5, Adm-clerical, Own-child, White, Male,40,0
61,6,16,10,3, Adm-clerical, Husband, White, Male,50,1
49,4,9,11,1, Tech-support, Unmarried, White, Female,40,0
28,4,12,9,3, Craft-repair, Husband, White, Male,38,0
50,5,13,14,3, Prof-specialty, Husband, White, Male,55,1
43,4,10,13,3, Craft-repair, Husband, White, Male,84,1
34,4,12,9,5, Machine-op-inspct, Unmarried, Black, Female,48,0
28,4,2,7,3, Craft-repair, Husband, White, Male,40,0
31,4,16,10,3, Craft-repair, Husband, White, Male,40,0
55,4,12,9,7, Machine-op-inspct, Unmarried, Black, Female,44,0
26,4,10,13,3, Exec-managerial, Wife, White, Female,45,1
51,2,11,16,3, Prof-specialty, Wife, Black, Female,40,1
35,4,12,9,3, Craft-repair, Husband, White, Male,40,0
42,4,8,12,4, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,31,0
31,4,13,14,5, Prof-specialty, Not-in-family, White, Male,30,0
22,2,12,9,5, Farming-fishing, Own-child, White, Male,20,0
67,4,12,9,1, Transport-moving, Not-in-family, White, Male,60,0
63,4,12,9,7, Other-service, Unmarried, White, Female,24,0
31,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,1
17,4,2,7,5, Prof-specialty, Own-child, White, Male,40,0
41,2,12,9,3, Transport-moving, Husband, Black, Male,40,0
53,2,6,4,3, Transport-moving, Husband, White, Male,38,0
44,2,16,10,3, Protective-serv, Husband, Black, Male,99,0
24,4,10,13,5, Farming-fishing, Not-in-family, White, Male,40,0
35,4,9,11,1, Tech-support, Own-child, White, Male,35,0
61,4,16,10,3, Tech-support, Wife, White, Female,40,1
31,4,8,12,5, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,40,0
44,4,10,13,3, Tech-support, Husband, White, Male,40,1
56,4,12,9,3, Sales, Husband, White, Male,36,1
66,4,8,12,1, Adm-clerical, Unmarried, White, Female,40,0
45,4,16,10,3, Craft-repair, Husband, Asian-Pac-Islander, Male,40,0
69,6,10,13,3, Prof-specialty, Husband, White, Male,45,1
64,4,12,9,3, Craft-repair, Husband, White, Male,40,0
38,4,12,9,3, Adm-clerical, Wife, White, Female,36,1
43,2,16,10,6, Craft-repair, Not-in-family, Black, Male,40,0
37,4,12,9,1, Craft-repair, Not-in-family, White, Male,49,0
19,4,12,9,5, Adm-clerical, Own-child, White, Female,16,0
59,6,12,9,3, Exec-managerial, Husband, White, Male,40,0
50,1,16,10,3, Adm-clerical, Husband, White, Male,40,0
33,4,10,13,3, Exec-managerial, Husband, White, Male,50,1
56,4,16,10,3, Tech-support, Husband, White, Male,45,1
28,4,9,11,3, Sales, Husband, White, Male,40,0
27,4,12,9,3, Adm-clerical, Wife, White, Female,34,0
42,4,13,14,3, Sales, Husband, Asian-Pac-Islander, Male,40,0
34,4,12,9,3, Other-service, Husband, White, Male,40,0
19,4,2,7,5, Sales, Own-child, White, Male,30,0
68,6,12,9,3, Exec-managerial, Husband, White, Male,40,1
28,4,13,14,3, Prof-specialty, Husband, White, Male,38,1
22,6,12,9,5, Farming-fishing, Own-child, White, Male,40,0
58,4,8,12,1, Adm-clerical, Not-in-family, White, Female,40,0
31,4,16,10,5, Machine-op-inspct, Not-in-family, White, Female,25,0
17,2,2,7,5, Protective-serv, Own-child, White, Male,30,0
25,4,16,10,5, Transport-moving, Not-in-family, White, Male,50,1
23,4,16,10,5, Other-service, Own-child, Asian-Pac-Islander, Female,23,0
25,4,3,8,5, Other-service, Other-relative, White, Male,40,0
47,4,12,9,5, Craft-repair, Not-in-family, White, Male,40,0
39,4,10,13,3, Exec-managerial, Wife, White, Female,60,1
44,4,12,9,3, Craft-repair, Husband, White, Male,40,0
46,4,9,11,3, Prof-specialty, Husband, White, Male,40,1
38,6,16,10,3, Farming-fishing, Husband, White, Male,35,0
23,4,12,9,5, Machine-op-inspct, Own-child, White, Male,30,0
34,4,10,13,4, Prof-specialty, Not-in-family, White, Female,35,0
33,4,12,9,5, Craft-repair, Not-in-family, White, Male,40,1
38,4,12,9,7, Other-service, Unmarried, White, Female,20,0
52,6,9,11,3, Exec-managerial, Husband, White, Male,40,0
50,4,12,9,1, Sales, Not-in-family, White, Female,33,0
38,4,10,13,5, Sales, Not-in-family, White, Female,45,1
35,4,10,13,3, Other-service, Husband, White, Male,40,0
67,6,11,16,3, Prof-specialty, Husband, White, Male,35,1
60,4,12,9,3, Machine-op-inspct, Husband, White, Male,40,1
44,4,12,9,5, Sales, Other-relative, White, Female,15,0
38,6,12,9,1, Farming-fishing, Own-child, White, Male,50,0
29,4,12,9,3, Prof-specialty, Husband, White, Male,40,1
65,4,13,14,3, Prof-specialty, Husband, White, Male,50,1
33,4,8,12,5, Adm-clerical, Not-in-family, White, Female,40,0
18,4,2,7,5, Sales, Own-child, White, Female,30,0
43,4,15,15,1, Exec-managerial, Not-in-family, White, Male,40,0
42,4,9,11,1, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,40,0
42,4,12,9,3, Transport-moving, Husband, White, Male,40,0
32,4,12,9,3, Handlers-cleaners, Husband, White, Male,30,0
36,4,8,12,5, Tech-support, Not-in-family, White, Female,40,0
41,7,10,13,3, Farming-fishing, Husband, White, Male,40,1
30,4,16,10,5, Other-service, Own-child, White, Female,40,0
21,4,12,9,5, Other-service, Own-child, White, Male,35,0
33,4,16,10,3, Transport-moving, Husband, Black, Male,40,1
19,4,12,9,5, Handlers-cleaners, Own-child, White, Male,25,0
35,4,12,9,1, Transport-moving, Not-in-family, White, Male,40,0
43,4,12,9,1, Tech-support, Unmarried, Black, Female,35,0
45,4,12,9,3, Transport-moving, Husband, Black, Male,24,0
25,4,10,13,5, Exec-managerial, Own-child, Black, Male,50,0
39,6,10,13,3, Exec-managerial, Husband, White, Male,40,0
26,4,12,9,5, Handlers-cleaners, Not-in-family, White, Male,40,0
60,4,13,14,3, Transport-moving, Husband, White, Male,10,0
52,2,11,16,3, Prof-specialty, Wife, White, Female,40,1
22,4,3,8,5, Transport-moving, Unmarried, White, Male,30,0
23,4,16,10,5, Other-service, Own-child, White, Female,40,0
46,4,12,9,3, Other-service, Wife, White, Female,40,0
34,6,10,13,3, Sales, Husband, White, Male,30,0
39,4,10,13,3, Prof-specialty, Husband, White, Male,50,1
38,4,12,9,5, Prof-specialty, Not-in-family, White, Female,40,0
56,6,13,14,3, Exec-managerial, Husband, White, Male,25,0
55,1,12,9,1, Adm-clerical, Not-in-family, White, Female,40,0
40,4,16,10,3, Exec-managerial, Wife, White, Female,40,1
23,4,16,10,5, Machine-op-inspct, Not-in-family, White, Male,40,0
39,4,10,13,1, Adm-clerical, Not-in-family, White, Male,40,0
24,4,10,13,3, Sales, Husband, Black, Male,30,0
51,6,12,9,3, Sales, Husband, White, Male,40,1
47,5,10,13,3, Exec-managerial, Husband, White, Male,50,1
25,6,12,9,5, Farming-fishing, Not-in-family, White, Male,50,0
34,4,15,15,3, Prof-specialty, Husband, White, Male,55,1
18,4,2,7,5, Sales, Own-child, Black, Female,20,0
19,4,16,10,5, Exec-managerial, Own-child, White, Female,28,0
32,4,16,10,1, Craft-repair, Unmarried, White, Male,40,0
49,4,12,9,3, Sales, Husband, White, Male,40,1
43,4,12,9,3, Craft-repair, Husband, White, Male,55,0
71,5,13,14,3, Exec-managerial, Husband, White, Male,40,1
59,4,12,9,5, Adm-clerical, Unmarried, White, Male,40,0
32,4,10,13,3, Exec-managerial, Wife, White, Female,40,1
25,4,10,13,5, Exec-managerial, Not-in-family, White, Male,40,0
32,4,12,9,3, Exec-managerial, Husband, White, Male,40,0
17,4,2,7,5, Handlers-cleaners, Not-in-family, Black, Female,15,0
57,5,15,15,3, Prof-specialty, Husband, White, Male,35,1
17,6,3,8,5, Handlers-cleaners, Own-child, White, Male,15,0
27,4,10,13,5, Tech-support, Own-child, Asian-Pac-Islander, Female,40,0
41,2,12,9,3, Protective-serv, Husband, White, Male,40,0
19,4,2,7,5, Sales, Not-in-family, White, Female,25,0
41,4,5,3,1, Other-service, Unmarried, White, Female,40,0
39,4,10,13,5, Exec-managerial, Not-in-family, White, Male,50,1
30,4,12,9,5, Craft-repair, Not-in-family, White, Male,40,0
37,4,10,13,3, Machine-op-inspct, Husband, White, Male,40,1
18,4,2,7,5, Adm-clerical, Own-child, White, Female,15,0
