Age, Workclass, Years of Education, Occupation, Relationship, Race, Sex, Hours Work per Week, Income
52,6,9,12,2,2,0,55,1
50,4,13,4,2,2,0,40,1
35,4,10,4,2,2,1,40,1
46,4,9,1,2,2,1,45,0
58,4,9,14,2,2,0,60,1
46,5,15,10,2,2,0,60,1
40,4,9,3,2,2,0,50,0
25,4,13,1,2,2,0,40,0
22,4,12,1,2,2,1,25,0
33,1,13,10,2,2,0,40,0
49,1,11,3,2,2,0,40,0
62,4,6,10,2,2,1,40,0
56,2,10,11,1,1,0,48,0
24,4,9,14,2,2,1,40,0
42,4,9,8,2,2,1,40,0
41,4,14,4,2,2,1,40,0
23,4,13,8,2,2,0,66,0
35,4,13,1,2,2,0,40,0
42,4,9,6,4,4,0,40,0
22,4,9,7,2,2,0,40,0
32,6,9,3,2,2,0,50,0
25,4,9,3,2,2,0,40,0
66,4,3,9,1,1,1,15,0
26,7,9,11,2,2,0,38,0
46,4,10,14,2,2,0,55,0
55,4,13,4,2,2,0,45,1
24,4,9,3,2,2,0,40,0
25,4,9,12,2,2,0,40,0
22,4,10,1,2,2,1,40,0
31,4,9,8,2,2,0,40,0
30,4,9,1,2,2,1,40,0
54,4,9,8,2,2,0,15,0
56,4,5,3,2,2,1,40,1
47,4,9,3,4,4,0,60,0
29,4,9,3,1,1,0,40,0
53,4,9,3,2,2,0,40,0
22,4,9,7,1,1,1,40,0
42,4,9,4,2,2,1,40,1
21,4,10,12,2,2,0,40,0
36,5,9,8,2,2,1,70,0
60,4,3,12,2,2,0,40,1
69,4,11,12,2,2,1,25,0
31,4,9,14,3,3,0,40,0
48,4,10,1,2,2,1,55,0
23,4,9,4,2,2,1,40,0
24,4,12,3,4,4,0,40,1
47,4,9,1,1,1,0,40,1
36,4,9,7,3,3,1,40,0
39,4,12,4,2,2,0,50,1
22,4,9,14,2,2,1,46,0
27,4,13,12,2,2,0,45,1
36,4,9,7,2,2,0,40,0
54,4,2,8,2,2,0,40,0
33,1,9,1,2,2,1,40,0
42,4,9,10,2,2,0,50,1
52,4,10,12,2,2,0,65,0
23,4,13,12,2,2,0,32,0
33,4,2,6,2,2,0,40,0
30,4,11,1,2,2,1,38,0
35,4,11,13,1,1,0,38,0
27,4,9,6,2,2,0,37,0
24,4,9,8,2,2,0,35,0
44,2,9,7,2,2,0,40,0
62,4,11,9,1,1,1,20,0
45,4,13,4,2,2,0,40,1
75,6,9,5,2,2,0,20,0
47,4,13,10,2,2,0,50,0
64,4,15,4,2,2,0,60,0
54,4,9,13,2,2,0,42,1
41,1,13,4,2,2,0,40,1
33,4,12,3,2,2,0,40,0
20,4,10,1,2,2,1,10,0
51,4,13,12,2,2,0,50,1
45,5,15,3,2,2,0,50,1
43,4,6,14,2,2,0,40,0
30,4,9,3,2,2,0,40,0
32,4,9,1,2,2,1,40,0
45,4,10,3,2,2,0,40,1
61,4,10,12,2,2,1,40,0
21,4,2,8,2,2,0,40,0
56,4,7,3,2,2,0,49,0
28,4,9,6,2,2,0,60,0
23,4,10,6,1,1,1,40,0
55,4,10,14,2,2,0,84,0
33,4,9,14,2,2,0,70,0
22,4,10,1,2,2,1,20,0
43,2,11,4,2,2,0,40,0
32,6,9,4,2,2,1,40,0
38,4,10,12,2,2,1,40,0
18,4,5,5,2,2,0,20,0
35,4,10,3,2,2,0,50,1
29,4,9,7,2,2,1,40,0
19,4,2,6,2,2,0,55,0
39,4,7,3,2,2,0,35,0
29,4,10,4,2,2,0,50,1
45,5,15,10,2,2,0,55,1
44,4,10,7,2,2,0,40,1
42,2,4,3,2,2,0,40,0
34,4,13,12,2,2,0,40,0
52,2,13,13,2,2,0,40,0
64,4,9,5,2,2,0,25,0
30,4,13,12,2,2,0,45,1
43,2,13,4,2,2,0,42,0
49,6,10,3,2,2,0,40,0
35,4,10,10,2,2,0,40,1
37,6,15,10,2,2,0,50,1
49,4,4,6,2,2,0,40,0
19,4,7,8,2,2,1,40,0
22,4,13,4,2,2,0,4,0
31,4,9,8,1,1,0,40,0
26,4,10,3,2,2,0,40,0
44,4,10,12,2,2,0,55,0
38,4,10,8,2,2,1,40,0
33,6,9,12,2,2,0,60,0
18,4,8,8,2,2,0,20,0
32,4,11,13,1,1,1,40,0
27,4,9,1,2,2,1,40,0
28,7,14,4,1,1,0,40,0
30,6,11,3,2,2,0,40,0
33,4,9,8,1,1,0,38,0
74,4,14,12,2,2,1,10,0
36,4,9,3,4,4,0,70,0
36,4,12,13,2,2,0,55,0
29,4,9,1,2,2,1,20,0
39,4,13,4,2,2,1,45,0
25,5,13,12,2,2,0,80,0
21,4,9,5,2,2,0,40,0
39,7,11,4,2,2,1,50,0
38,4,10,10,2,2,1,32,0
20,4,9,12,4,4,1,25,0
51,4,9,3,2,2,0,40,0
21,4,9,1,2,2,1,40,0
36,4,10,10,2,2,1,40,0
50,4,9,8,1,1,1,40,0
38,4,9,4,2,2,0,55,1
25,2,13,10,2,2,1,40,0
23,4,10,12,2,2,1,15,0
36,4,13,4,2,2,0,55,1
41,4,13,10,2,2,0,40,0
34,4,14,4,2,2,1,50,0
19,7,10,8,2,2,0,10,0
18,4,6,8,2,2,1,3,0
36,4,6,12,2,2,0,40,0
46,4,10,14,2,2,0,40,1
29,4,10,3,2,2,0,45,0
23,4,9,4,2,2,1,32,0
35,4,9,6,2,2,0,40,0
35,4,9,14,2,2,0,40,0
40,4,9,14,2,2,0,40,0
22,4,10,14,4,4,0,40,0
19,7,10,1,2,2,1,15,0
70,4,7,14,2,2,0,40,0
38,4,10,14,1,1,0,55,0
35,4,10,12,2,2,0,50,0
25,4,10,8,2,2,1,35,0
39,4,10,3,2,2,0,45,1
50,4,16,10,1,1,0,37,1
43,4,12,10,2,2,0,50,0
37,1,10,1,2,2,0,40,1
51,4,9,8,2,2,0,40,1
20,4,9,8,1,1,0,40,0
21,4,10,1,2,2,1,40,0
47,4,9,6,1,1,1,40,0
44,4,12,13,2,2,1,40,0
17,4,5,6,2,2,0,15,0
25,4,7,8,2,2,0,40,0
43,7,16,10,2,2,1,40,0
46,1,11,1,2,2,0,40,1
42,4,10,7,2,2,0,60,0
46,2,14,10,3,3,0,40,0
22,4,10,8,2,2,1,30,0
49,4,9,14,1,1,0,40,0
21,4,9,7,2,2,0,50,0
53,4,14,1,2,2,1,40,1
43,4,10,3,2,2,0,42,0
22,4,9,8,2,2,0,50,0
33,4,13,10,2,2,1,45,1
28,4,11,1,2,2,1,40,0
25,4,10,13,2,2,1,24,0
40,4,13,4,4,4,0,40,1
50,4,10,13,2,2,0,45,1
48,6,10,12,2,2,0,65,1
30,4,9,7,2,2,0,40,0
33,4,9,8,1,1,1,38,0
34,4,10,3,4,4,0,40,0
42,4,13,1,4,4,0,40,1
48,6,10,4,4,4,0,65,0
38,4,13,10,2,2,0,45,1
29,4,9,7,2,2,0,40,0
33,4,6,6,2,2,0,40,0
64,4,13,4,2,2,0,55,1
44,4,11,14,2,2,1,25,0
42,1,13,4,2,2,0,50,1
49,4,9,7,2,2,0,45,0
25,4,9,6,2,2,0,40,0
33,4,13,4,2,2,1,40,0
38,4,10,12,2,2,0,60,0
20,4,9,12,2,2,1,38,0
44,4,9,6,2,2,0,50,0
45,4,13,14,2,2,0,40,1
27,5,9,12,2,2,0,50,0
18,4,9,7,2,2,0,40,0
38,4,9,3,2,2,0,50,0
45,4,7,3,2,2,0,42,0
27,2,9,11,1,1,0,40,0
64,4,3,8,1,1,1,16,0
66,2,9,4,2,2,0,20,0
34,4,13,12,2,2,1,35,0
45,6,13,14,2,2,0,40,1
42,6,9,3,2,2,0,40,0
32,4,13,4,2,2,0,60,1
26,4,6,1,1,1,0,20,0
27,4,11,3,2,2,0,40,0
21,4,10,12,2,2,1,40,0
47,4,10,3,2,2,0,40,0
20,7,10,1,2,2,1,40,0
46,7,13,10,2,2,0,38,1
55,4,13,4,2,2,0,40,1
28,4,10,13,2,2,1,24,0
21,4,10,12,2,2,1,40,0
36,4,9,7,2,2,0,40,0
29,4,16,10,2,2,1,60,1
38,4,13,4,2,2,0,40,1
37,4,13,4,2,2,0,50,1
81,6,2,12,2,2,0,45,0
41,4,10,4,2,2,1,40,0
29,4,13,12,2,2,1,40,0
30,6,12,1,2,2,1,40,0
25,4,9,1,2,2,0,40,0
42,1,9,1,2,2,1,40,0
30,4,9,14,1,1,0,40,0
18,4,9,8,2,2,0,35,0
26,4,7,7,2,2,0,48,0
30,4,10,11,2,2,0,48,0
61,4,12,4,2,2,0,42,0
21,4,9,7,2,2,0,45,0
53,4,9,7,2,2,0,48,0
41,5,15,4,2,2,1,55,1
43,5,10,4,2,2,0,45,1
60,4,4,9,1,1,1,15,0
47,4,6,3,2,2,0,40,0
48,4,10,1,1,1,0,40,0
32,4,13,10,2,2,1,40,0
31,4,13,10,2,2,0,40,0
33,7,14,10,2,2,0,30,0
27,6,9,5,2,2,0,50,0
44,4,9,1,2,2,1,40,1
44,4,10,10,2,2,0,45,1
37,4,10,7,2,2,0,40,0
34,4,9,6,1,1,0,40,0
51,1,10,10,2,2,0,40,1
51,4,14,11,2,2,0,40,0
25,2,13,10,2,2,0,60,0
25,4,13,8,1,1,1,24,0
29,1,13,10,2,2,0,50,1
36,6,9,5,2,2,0,70,1
55,4,9,7,2,2,1,40,0
39,4,13,12,2,2,1,40,0
31,4,6,6,2,2,0,40,0
31,4,15,13,4,4,0,40,0
51,5,11,1,2,2,1,40,0
30,4,11,1,4,4,0,40,0
62,4,9,1,2,2,1,32,0
37,4,13,12,2,2,0,60,1
30,5,13,12,2,2,0,50,1
27,4,13,4,2,2,0,52,0
32,4,13,4,2,2,0,45,1
23,4,10,1,2,2,0,30,0
35,6,5,3,2,2,0,50,0
46,4,12,10,2,2,1,36,0
45,5,13,4,2,2,0,50,1
27,4,9,6,2,2,0,40,0
46,4,9,12,2,2,0,40,1
22,4,7,1,2,2,1,20,0
37,7,10,10,2,2,1,30,0
42,4,10,4,2,2,0,40,0
45,4,9,7,2,2,1,40,0
33,7,11,10,2,2,0,40,0
46,4,11,7,2,2,0,40,0
24,4,9,14,2,2,0,50,0
56,4,9,3,2,2,1,40,0
34,4,10,10,2,2,1,12,1
50,4,9,7,2,2,0,40,1
48,5,13,4,2,2,0,50,1
45,4,7,8,2,2,1,36,0
55,4,11,14,2,2,0,50,1
41,7,10,1,2,2,1,40,0
66,4,10,4,2,2,0,24,0
29,1,10,10,2,2,1,40,0
37,4,10,13,2,2,1,40,0
61,4,12,12,2,2,0,40,1
64,4,13,4,2,2,0,50,1
35,4,9,6,2,2,0,35,0
22,4,10,1,2,2,1,40,0
58,4,4,7,2,2,0,50,0
58,4,10,12,2,2,0,45,1
24,4,9,6,2,2,1,48,0
34,4,10,10,2,2,1,6,0
33,2,14,10,2,2,1,50,0
33,6,9,14,2,2,0,60,0
17,4,7,8,2,2,1,15,0
27,4,13,12,2,2,0,40,1
20,5,10,1,2,2,1,20,0
52,4,13,10,2,2,1,40,1
30,4,4,14,2,2,0,40,0
22,4,13,10,2,2,0,40,0
20,4,12,8,2,2,1,40,0
64,2,3,8,2,2,1,45,0
49,4,14,4,2,2,0,50,1
38,4,13,8,1,1,1,60,0
46,1,9,1,1,1,0,80,1
17,4,6,8,2,2,0,20,0
45,4,2,7,2,2,0,40,0
27,4,13,4,2,2,1,40,0
45,5,11,12,2,2,1,30,0
26,5,9,4,2,2,0,78,1
23,4,12,1,2,2,1,20,0
44,2,13,10,2,2,0,45,0
36,4,13,4,2,2,0,40,0
35,4,5,4,2,2,1,40,0
56,4,13,10,2,2,1,40,0
47,4,14,13,2,2,0,40,0
32,4,13,6,2,2,0,50,1
29,4,13,4,2,2,1,10,0
35,5,13,4,2,2,0,50,1
37,4,9,3,2,2,0,68,0
36,6,11,5,2,2,0,75,0
33,4,9,12,2,2,1,45,0
34,4,9,14,2,2,0,50,0
24,4,10,6,2,2,0,40,0
25,4,9,1,2,2,1,40,0
31,5,9,3,2,2,0,45,0
38,4,11,3,2,2,0,40,0
30,4,13,12,2,2,0,40,1
35,4,9,3,2,2,0,32,0
34,4,13,10,2,2,1,40,0
46,4,9,1,2,2,1,40,0
19,2,10,12,2,2,1,16,0
26,4,12,8,1,1,1,15,0
28,4,10,10,1,1,0,40,0
47,4,10,3,2,2,0,40,0
49,2,14,1,2,2,0,40,1
33,6,15,10,2,2,0,40,1
44,4,13,10,2,2,0,40,1
30,4,9,9,2,2,1,40,0
18,4,10,8,4,4,0,16,0
60,6,9,14,2,2,0,60,1
44,4,14,4,2,2,0,56,1
43,7,10,8,2,2,1,40,0
35,4,8,5,2,2,0,20,0
58,6,9,5,2,2,0,72,0
32,4,13,10,4,4,0,40,0
40,4,9,14,2,2,0,35,0
32,4,9,8,1,1,1,40,0
21,4,10,1,2,2,1,35,0
44,4,9,8,2,2,0,25,0
33,4,13,1,2,2,0,45,1
25,4,10,12,2,2,1,40,0
42,4,9,7,2,2,0,40,0
27,4,9,14,2,2,0,40,0
31,6,9,12,1,1,0,40,0
33,7,13,10,1,1,1,40,0
50,6,10,3,2,2,0,55,0
50,4,14,10,2,2,0,50,1
46,4,11,10,2,2,0,60,0
22,4,12,8,2,2,1,35,0
66,7,15,4,1,1,0,55,1
52,4,9,8,2,2,1,45,0
57,6,2,3,2,2,1,45,0
41,6,11,5,2,2,0,40,0
42,4,9,7,2,2,0,42,0
19,4,8,8,2,2,1,30,0
45,2,13,4,1,1,1,60,0
51,6,8,8,2,2,0,99,0
45,6,13,10,2,2,0,30,0
48,4,10,1,2,2,1,50,0
60,1,10,1,2,2,0,40,1
42,4,9,12,2,2,1,40,0
19,7,10,1,2,2,1,10,0
39,6,9,12,2,2,0,70,0
46,4,9,7,2,2,0,50,1
58,2,9,11,2,2,0,40,0
36,4,10,10,2,2,1,45,0
21,4,9,3,2,2,0,35,0
41,4,15,4,2,2,0,40,1
17,4,7,8,2,2,1,20,0
29,4,9,7,2,2,0,40,0
52,4,10,1,2,2,1,60,0
33,4,12,12,2,2,0,40,0
38,4,14,4,1,1,1,35,0
42,4,13,12,2,2,0,40,1
24,7,12,1,2,2,0,30,0
59,4,10,4,2,2,0,60,1
36,4,13,12,2,2,0,45,1
54,4,10,13,2,2,0,40,1
39,4,13,12,2,2,0,50,1
42,6,9,14,2,2,0,96,0
54,6,13,3,2,2,0,50,0
26,4,12,3,4,4,1,40,0
50,4,9,6,2,2,0,40,1
42,4,11,8,2,2,0,45,0
48,1,13,1,2,2,1,40,1
31,4,13,8,2,2,1,30,0
56,4,9,10,2,2,1,45,0
28,2,12,1,2,2,1,40,1
34,4,9,1,2,2,0,45,1
28,4,9,14,2,2,1,40,0
41,4,13,3,4,4,0,40,1
44,4,10,14,2,2,0,60,1
34,4,12,3,2,2,0,65,0
26,4,14,10,2,2,0,55,1
37,4,13,4,2,2,0,40,1
25,4,11,1,2,2,1,40,0
48,6,10,3,2,2,0,40,0
47,4,10,1,2,2,1,40,0
17,4,7,8,2,2,1,20,0
44,4,3,7,2,2,0,40,0
46,2,10,14,2,2,1,40,0
42,1,10,14,1,1,0,40,0
33,6,13,12,2,2,0,50,1
61,4,9,8,1,1,1,40,0
47,4,13,3,2,2,0,40,0
35,4,13,12,2,2,1,45,1
62,4,6,3,1,1,0,40,0
62,6,13,4,2,2,0,40,0
38,4,15,10,2,2,0,60,1
33,4,13,10,2,2,0,40,0
39,2,13,10,2,2,1,42,0
17,4,7,6,2,2,0,10,0
58,4,10,4,2,2,0,40,0
35,5,13,10,2,2,1,50,0
34,2,9,11,2,2,0,50,0
32,4,10,3,2,2,0,40,0
19,5,9,12,2,2,0,40,0
41,4,9,7,2,2,0,40,0
24,4,9,8,2,2,1,40,0
48,2,13,10,2,2,0,40,0
32,4,10,10,2,2,1,30,0
47,2,9,1,2,2,1,35,0
38,4,15,12,2,2,1,40,0
18,4,9,6,1,1,0,40,0
25,4,9,3,2,2,0,40,0
36,4,13,10,2,2,1,32,1
40,4,11,10,2,2,1,20,0
56,6,7,3,2,2,0,20,0
50,4,11,10,2,2,1,40,1
55,4,9,1,2,2,0,50,1
32,2,9,11,2,2,0,40,0
41,4,11,3,2,2,0,43,1
28,4,10,1,2,2,1,52,0
53,4,10,4,2,2,0,55,0
60,2,13,10,2,2,1,55,0
21,4,10,8,2,2,0,20,0
29,4,9,14,2,2,0,40,0
73,4,10,10,2,2,0,50,1
43,5,13,12,2,2,0,45,1
45,4,10,12,2,2,0,45,0
36,4,9,10,2,2,1,40,1
25,4,9,12,2,2,1,50,0
38,4,10,6,1,1,0,40,0
30,2,10,1,2,2,1,40,0
49,4,10,4,2,2,0,40,1
41,2,9,3,2,2,0,40,0
27,4,10,4,2,2,0,40,0
64,4,10,4,2,2,0,20,0
41,6,9,14,2,2,0,45,0
37,4,13,4,2,2,0,47,1
51,4,3,7,2,2,1,40,0
35,4,10,10,2,2,1,40,0
61,2,2,8,2,2,0,40,0
52,4,4,9,1,1,1,16,0
40,4,12,12,2,2,0,60,1
20,4,9,6,2,2,0,40,0
52,2,14,10,2,2,0,40,0
50,4,10,13,2,2,0,40,1
49,4,13,4,2,2,1,40,1
36,7,13,10,1,1,1,40,0
33,4,14,4,2,2,0,40,0
40,4,9,10,3,3,0,50,0
45,4,13,4,2,2,0,50,1
22,4,10,3,2,2,1,35,0
47,4,14,10,2,2,1,2,1
24,4,9,12,2,2,0,30,0
19,4,10,12,2,2,1,30,0
40,4,9,3,2,2,1,40,0
40,4,10,13,2,2,1,50,1
54,4,9,12,2,2,0,50,1
43,6,15,10,2,2,0,35,1
63,2,13,14,2,2,0,40,0
18,4,7,8,2,2,1,20,0
19,4,2,7,2,2,0,40,0
49,6,9,4,2,2,0,45,0
27,4,14,4,2,2,0,45,1
49,2,14,4,2,2,1,40,0
60,4,9,3,2,2,0,50,0
34,4,9,14,2,2,0,40,0
29,4,13,10,2,2,1,46,1
30,4,10,12,2,2,0,44,0
46,4,9,6,2,2,0,17,0
32,6,11,3,2,2,0,40,0
25,4,9,3,2,2,0,75,0
25,4,14,10,2,2,0,45,0
22,4,10,8,2,2,1,40,1
32,4,10,14,2,2,0,50,0
40,4,16,10,2,2,1,30,1
51,4,14,10,2,2,0,40,1
20,4,9,3,2,2,0,30,0
34,4,9,4,2,2,1,48,0
40,4,10,4,2,2,0,50,0
34,7,11,1,2,2,1,40,0
19,4,6,6,2,2,0,25,0
53,4,6,3,1,1,0,40,0
42,1,10,1,2,2,0,40,1
38,4,14,4,2,2,0,65,1
41,4,9,3,2,2,0,60,1
30,7,10,10,2,2,0,40,0
20,4,7,5,2,2,0,40,0
19,4,9,8,2,2,1,30,0
20,4,9,12,2,2,0,60,0
35,4,13,4,2,2,0,45,0
33,6,9,3,2,2,0,40,0
43,6,10,4,2,2,0,15,1
38,1,10,4,2,2,1,38,0
50,6,10,4,2,2,1,30,0
23,4,9,8,2,2,1,10,0
30,2,10,1,2,2,1,10,0
33,4,13,4,1,1,1,40,0
48,4,9,7,2,2,0,40,0
43,4,13,10,2,2,1,24,0
33,4,10,13,1,1,0,40,0
50,2,14,4,1,1,0,45,1
23,4,10,1,2,2,0,40,1
36,2,10,6,2,2,0,50,0
50,7,9,1,2,2,1,46,0
26,4,9,12,2,2,1,20,0
55,2,14,10,2,2,1,40,0
37,4,9,5,2,2,0,40,0
43,4,9,7,2,2,0,40,0
38,6,10,14,2,2,0,40,0
42,4,4,6,2,2,0,30,0
47,6,16,14,2,2,0,45,0
44,4,13,4,4,4,0,40,0
28,6,9,3,2,2,0,40,0
51,4,10,1,2,2,1,40,0
51,4,9,3,2,2,0,40,0
49,4,13,4,2,2,0,40,0
62,4,16,10,2,2,0,50,1
31,4,10,1,2,2,1,40,0
29,4,7,6,4,4,1,14,0
23,4,10,5,2,2,0,30,0
40,7,10,12,2,2,1,40,0
66,5,4,4,2,2,0,50,0
17,4,7,8,2,2,1,20,0
37,4,10,3,2,2,0,40,1
69,4,15,10,2,2,0,3,0
23,4,13,1,2,2,1,40,0
38,1,9,4,2,2,0,42,1
37,1,9,3,2,2,0,40,0
38,4,10,12,2,2,1,40,0
38,4,5,5,2,2,0,54,0
37,7,13,10,2,2,1,40,0
37,5,9,4,2,2,0,50,1
23,4,5,5,2,2,0,70,0
17,4,6,8,2,2,1,15,0
48,4,13,10,2,2,0,35,0
17,4,7,1,2,2,1,23,0
55,4,14,4,2,2,0,60,1
35,4,10,4,2,2,0,40,1
35,6,13,3,2,2,0,45,0
53,4,13,4,2,2,0,60,1
43,4,9,7,2,2,0,48,0
36,4,14,10,2,2,0,40,0
24,4,9,8,1,1,1,40,0
45,4,10,14,2,2,0,48,0
34,4,10,1,2,2,1,40,0
56,4,9,1,2,2,1,38,0
36,4,9,3,2,2,0,45,1
22,4,10,10,2,2,0,50,0
33,4,9,8,1,1,0,36,0
48,4,9,8,2,2,1,32,0
20,4,10,8,2,2,1,30,0
64,5,12,12,2,2,0,50,1
47,4,7,3,2,2,0,40,0
20,4,10,8,2,2,1,25,0
44,1,13,4,1,1,1,40,0
45,6,13,5,2,2,0,77,0
45,2,9,14,2,2,1,40,1
45,2,14,10,2,2,0,37,1
27,7,13,10,1,1,0,40,0
41,4,9,3,2,2,0,72,1
20,4,9,5,2,2,0,55,0
54,5,13,4,2,2,0,40,1
17,4,6,8,2,2,1,10,0
50,4,9,10,2,2,0,40,1
31,7,14,13,2,2,0,40,0
49,6,9,3,2,2,0,30,0
44,4,14,1,2,2,0,40,0
49,4,9,3,2,2,0,50,0
28,2,13,10,2,2,0,52,0
43,2,10,13,2,2,0,99,1
33,4,12,7,3,3,1,40,0
35,4,10,7,1,1,1,55,0
17,4,7,12,2,2,1,20,0
25,4,9,6,2,2,0,40,0
41,4,9,3,2,2,1,40,0
30,4,14,13,2,2,0,45,0
48,4,11,8,4,4,0,56,1
61,2,10,1,2,2,0,35,0
41,4,9,3,2,2,0,40,0
36,4,9,13,2,2,0,50,0
24,2,10,11,2,2,0,40,0
27,4,9,1,1,1,0,40,0
18,4,7,10,2,2,1,2,0
20,4,10,10,2,2,1,15,0
18,4,10,8,2,2,0,12,0
23,4,9,3,2,2,0,40,0
43,7,14,10,2,2,0,45,1
38,7,10,4,1,1,1,40,0
36,4,10,1,2,2,1,40,0
28,6,13,4,2,2,0,50,0
47,4,10,3,2,2,0,40,0
51,4,16,4,2,2,0,84,1
35,4,13,4,2,2,0,40,1
38,7,13,11,2,2,0,60,0
47,1,10,1,1,1,0,40,1
26,4,7,3,2,2,1,40,0
31,7,10,11,2,2,0,40,1
46,4,10,1,1,1,1,35,0
49,4,10,4,2,2,1,40,0
19,4,9,12,2,2,1,30,0
45,5,10,5,2,2,0,50,0
46,4,13,10,2,2,0,45,1
70,6,10,13,2,2,0,20,0
19,4,10,1,2,2,1,20,0
46,4,11,3,2,2,0,50,0
20,4,10,14,2,2,0,35,0
17,4,7,8,2,2,1,22,0
43,4,10,4,2,2,0,49,1
19,4,10,8,2,2,1,15,0
37,4,9,3,2,2,0,40,0
51,4,9,10,2,2,1,40,0
40,2,13,10,2,2,0,40,1
24,4,10,3,2,2,0,60,0
31,4,12,10,2,2,0,40,0
59,4,11,10,2,2,0,50,1
27,4,9,8,1,1,1,40,0
40,4,13,10,2,2,0,99,1
30,6,9,3,2,2,0,40,0
28,4,12,1,2,2,0,32,0
25,4,9,3,1,1,0,50,0
22,4,13,12,2,2,1,20,0
21,7,10,4,2,2,0,40,0
35,5,13,4,2,2,1,60,1
54,2,9,4,2,2,0,56,0
36,4,9,7,2,2,0,40,0
29,4,13,12,2,2,0,40,0
32,1,9,4,2,2,1,40,0
55,4,9,14,2,2,0,40,0
56,1,14,1,2,2,1,40,0
19,4,10,8,1,1,0,25,0
36,4,9,8,1,1,1,40,0
58,4,9,1,2,2,1,40,1
35,4,9,1,2,2,1,40,0
44,4,6,7,1,1,1,40,0
40,5,9,4,2,2,0,40,0
18,4,9,8,2,2,1,20,0
71,6,9,5,3,3,0,35,0
51,1,9,4,2,2,0,57,1
20,4,8,8,2,2,0,35,0
34,4,11,13,1,1,1,40,0
28,4,11,8,2,2,0,40,1
23,4,10,1,2,2,1,24,0
36,4,10,3,2,2,0,50,0
42,4,15,10,2,2,1,39,1
31,2,13,3,2,2,0,40,1
38,2,14,10,1,1,0,40,0
22,4,9,1,2,2,1,40,0
36,4,11,1,1,1,1,54,0
36,4,14,12,2,2,0,50,1
17,4,7,6,2,2,0,18,0
30,1,10,1,1,1,1,40,0
35,6,5,3,2,2,0,30,0
32,4,14,4,2,2,0,40,1
42,4,13,4,2,2,0,40,1
54,4,10,4,2,2,1,45,1
36,4,13,12,2,2,0,35,1
58,4,6,8,2,2,0,40,0
39,4,11,8,2,2,0,40,0
62,2,9,1,2,2,1,38,0
51,4,9,10,2,2,0,40,0
52,4,10,4,2,2,1,50,0
25,4,9,12,2,2,1,30,0
26,4,13,1,2,2,1,40,0
26,4,6,3,1,1,0,40,0
59,7,13,4,1,1,1,40,0
21,4,9,5,2,2,0,50,0
45,4,14,13,2,2,0,18,1
26,4,9,3,2,2,0,36,0
68,6,6,5,2,2,0,20,0
60,4,9,8,2,2,0,40,1
65,4,9,12,2,2,0,18,0
41,4,14,4,2,2,1,45,0
34,4,9,14,2,2,0,50,0
28,4,9,1,1,1,0,40,0
40,4,11,1,2,2,1,40,0
57,4,14,10,2,2,0,60,1
37,4,7,3,2,2,0,50,0
34,4,6,7,1,1,0,60,0
57,1,13,13,2,2,0,48,1
55,4,13,4,2,2,0,40,1
51,4,9,5,2,2,0,60,0
56,4,13,1,2,2,0,40,1
32,4,10,4,2,2,0,60,0
18,4,10,12,2,2,0,15,0
48,4,11,10,2,2,0,40,0
46,4,13,10,2,2,0,40,1
41,1,15,10,2,2,0,50,1
33,4,9,14,2,2,0,20,0
33,4,9,6,2,2,0,40,0
47,4,3,7,2,2,0,40,0
46,5,9,4,3,3,1,40,1
40,4,9,1,2,2,1,38,0
42,4,9,7,2,2,0,40,0
31,7,13,10,2,2,0,55,1
51,4,7,6,2,2,0,40,0
44,4,10,1,2,2,1,57,0
37,4,9,13,2,2,1,40,0
25,4,7,7,1,1,1,40,0
63,6,4,5,2,2,0,60,1
52,4,9,12,2,2,0,45,0
42,2,10,13,2,2,1,40,0
28,4,9,1,2,2,1,40,0
30,4,14,10,2,2,0,40,1
34,4,13,12,2,2,0,50,0
37,1,12,4,2,2,1,40,1
31,4,9,7,2,2,0,45,0
35,4,10,12,2,2,1,35,0
25,4,10,1,2,2,1,40,0
38,4,9,4,2,2,0,40,0
43,6,9,5,2,2,0,60,0
22,4,10,3,4,4,1,40,0
18,4,7,8,2,2,0,20,0
26,4,9,1,2,2,1,40,0
36,4,9,14,2,2,0,60,1
43,4,9,12,2,2,0,20,0
21,4,10,1,2,2,1,25,0
62,1,10,11,2,2,1,40,0
26,4,9,3,2,2,0,40,0
54,6,13,4,2,2,0,40,1
18,4,7,12,2,2,1,20,0
65,6,9,12,2,2,0,55,0
41,4,9,3,2,2,0,50,0
31,4,5,8,2,2,1,20,0
56,4,5,12,2,2,1,40,0
50,4,13,4,2,2,0,50,1
22,4,13,1,2,2,1,35,0
36,2,10,11,2,2,0,48,0
48,4,16,10,4,4,0,40,1
30,4,9,8,2,2,1,30,0
35,4,10,13,2,2,0,45,0
37,6,9,14,2,2,0,30,0
56,4,14,4,2,2,1,50,0
41,4,12,12,2,2,0,40,0
38,7,9,8,2,2,0,40,0
34,4,5,7,2,2,1,35,0
54,7,8,8,2,2,0,40,0
42,4,11,10,2,2,1,40,0
33,4,9,5,2,2,0,50,0
21,4,9,10,2,2,1,30,0
69,2,6,14,2,2,0,10,0
32,4,12,12,1,1,1,46,0
50,4,9,3,2,2,0,40,0
40,4,8,8,2,2,0,40,0
45,4,9,8,2,2,1,40,0
31,4,9,1,2,2,0,35,0
